post_url,writer_id,main_text,tag
https://www.instagram.com/p/CbhZdfssimM/,seoul__foodie,"성수에서 고기땡긴다면? #성수 #직화삼곱
대창 통통한거 보이시나요🤤
육즙가득한 고기들..💕
뼈구이도 유명하고해요!

@고기에 소주 한잔 ㄱㄱ
.
.
.
#성수동고기집 #성수맛집 #성수데이트 #대창맛집 #성수역맛집","['성수', '직화삼곱', '성수동고기집', '성수맛집', '성수데이트', '대창맛집', '성수역맛집']"
https://www.instagram.com/p/CbecqAesrTK/,seoul__foodie,"조녜 분위기 가득한데다 미쳐버린 음식 퀄리티까지!!
전통주 복순도가와 디너코스 콜라보까지 했다는
성수동, 왕십리에서 가장 유명하다는 술집 #주052
장어국수, 누룩육회, 트러플육회, 언양불고기 등등
이곳에서만 맛볼 수 있는 메뉴가 한가득임 >❤.❤<
고퀄 안주에 빼놓을 수 없는 전통주까지 있다구🙏

@@ 와 당장 안뿌시고 뭐함!?!
.
.
#왕십리맛집 #왕십리술집 #행당동맛집 #행당동술집 #성수동맛집 #성수동술집","['주052', '왕십리맛집', '왕십리술집', '행당동맛집', '행당동술집', '성수동맛집', '성수동술집']"
https://www.instagram.com/p/CbPUfdLgPTW/,seoul__foodie,"이탈리아 커피를 느낄 수 있는 #건대 #모츠커피
한잔만 마시기는 아쉽다는 에스프레소! ☕
맛있는 디저트도 있다구-!
.
.
#건대카페 #건대카페추천 #에스프레소바 #건대데이트 #커피맛집","['건대', '모츠커피', '건대카페', '건대카페추천', '에스프레소바', '건대데이트', '커피맛집']"
https://www.instagram.com/p/Ca5-DD5MOgP/,seoul__foodie,"데이트할 때 딱! 아늑잔잔한 분위기에서 가볍게
와인&맥주 마시기 좋은 파스타 맛집 #라움파스타 건대점
파스타부터 리조또, 스테이크까지 재료를 아끼지않고 🍝
사용해서 양도 많고 맛도 역대급임 (´▽`ʃ♡ƪ)

@@이번 화이트데이 때 여기 어때?ㅎㅎ
·
더 자세히 보고싶다면!
👉🏻👉🏻 @raum_pasta
·
·
#서울맛집 #건대맛집 #건대데이트 #건대파스타 #건대가볼만한곳 #화이트데이","['라움파스타', '서울맛집', '건대맛집', '건대데이트', '건대파스타', '건대가볼만한곳', '화이트데이']"
https://www.instagram.com/p/Ca1n9lLPI-r/,seoul__foodie,"건대입구에 미쳐버린 곱도리탕 맛집있는거 앎!?!
닭, 당면, 소곱창이 잔뜩 들어가 짱 푸짐한 맛집❣
같이 먹으면 개쩌는 오동통하고 부드러운 육새우전,
치즈 폭탄 치즈감자채전까지 ㄹㅇ 궁합 최고😘😘
고소하고 달달한 미숫가루 막걸리, 곰돌이 병에 담긴
각종 수제 소주도 존맛탱임👀❣ #화양주막

@@ 뭐해 당장 집합하지않고!!
.
.
#건대맛집 #건대입구역맛집 #건대술집 #화양동맛집 #화양동술집","['화양주막', '건대맛집', '건대입구역맛집', '건대술집', '화양동맛집', '화양동술집']"
https://www.instagram.com/p/CagOIosJfOe/,seoul__foodie,"🥧미트파이🥧라고 먹어본 사람 있음...?
요즘 성수에서 줄 서서 먹는 미트파이 맛집 #뚜르띠에르
오픈시간 전에 줄 서야 겨우 살 수 있다구함...ㅠ
.
.
.
#성수맛집 #성수핫플 #성수데이트 #미트파이","['뚜르띠에르', '성수맛집', '성수핫플', '성수데이트', '미트파이']"
https://www.instagram.com/p/CaZPzDZBMsr/,seoul__foodie,"여기가 진짜 막걸리집 맞나..?! 😮
조녜탱 인테리어에 인생샷 100장은 기본👌
낮에는 커피랑 크로플 팔다가 5시되면 막걸리집으로
변신하는 #서울숲 핫플 >> 💛디이막💛
서울에서 구하기 힘든 포천 이동막걸리를 판매하는데다
요즘 ((필먹템)) 이동 스파클링 막걸리까지....❤
막걸리 입문자부터 매니아까지 다모여@@

+)오픈기념 이벤트 ! 예약하고 7시 전에 가면 서비스도 줌!
+)막걸리를 생맥주 케그 시스템으로 추출해서 잔으로 제공해준대요!
+)치킨이랑 전에 청량감 가득한 스파클링 막걸리 한잔 딱 먹으면 천국....😇
.
#디이막 @the_emak_ @edong1957
.
.
#서울숲맛집 #서울숲술집 #성수술집 #성수맛집 #서울숲막걸리","['서울숲', '디이막', '서울숲맛집', '서울숲술집', '성수술집', '성수맛집', '서울숲막걸리']"
https://www.instagram.com/p/CaEKfbPtJ1X/,seoul__foodie,"연못형이 왜 카페에서 나와...?ㄴㅇㄱ..
연못 앞에 앉아서 찍으면 그대로 인생샷
카톡 프로필 박제 각이라는 포토존 맛집@@
.
📍#성수 #옹근달
.
.
.
#성수카페 #성수카페추천 #성수데이트 #성수핫플","['성수', '옹근달', '성수카페', '성수카페추천', '성수데이트', '성수핫플']"
https://www.instagram.com/p/CZx3vy8l7h7/,seoul__foodie,"#성수 주택개조 갬성카페 #로와이드
짭짤한 소금빵맛집으로 유명한데 2층에는
쇼룸도 있어서 보는 재미도 쏠쏠하다함❤

#성수카페 #성수카페추천 #성수데이트","['성수', '로와이드', '성수카페', '성수카페추천', '성수데이트']"
https://www.instagram.com/p/CZOQG41N4j-/,seoul__foodie,"그릇 가득 싱싱한 최고급 해산물이 가득🐟🦐🐚
👉 #왕십리 #스시도쿠카미동 👈
카미동에 히츠마부시까지 비주얼부터 고오급스러운데다
후토마키도 재료가 큼직하게 들어가있어서
먹는순간 한입가득 천국 그 자체임...😇
.
.
#스시도쿠 #왕십리맛집 #왕십리데이트 #카이센동 #카이센동맛집","['왕십리', '스시도쿠카미동', '스시도쿠', '왕십리맛집', '왕십리데이트', '카이센동', '카이센동맛집']"
https://www.instagram.com/p/CY7zDI9PhuR/,seoul__foodie,"도넛맛집으로 유명한 #라바바베이커리
미국갬성 가득한 분위기에 크림이 가득 채워진
다양한 도넛들이 가득한데 크기도 어마어마함!
.
.
#성수동 #성수동카페 #성수동데이트 #성수맛집","['라바바베이커리', '성수동', '성수동카페', '성수동데이트', '성수맛집']"
https://www.instagram.com/p/CY5wrrbBxD0/,seoul__foodie,"호랑이해 기념이라는 떡볶이집 배달박슼ㅋㅋㅋㅋ
치읓이응 작가랑 콜라보해서 힙하다 힙해👻
삼첩분식은 신전뺨치는 자극끝판왕 국물에
떡볶이 시키면 오는 감튀 비벼먹는게 국룰이래
.
.
@@이번주 금욜까지 배민에서 3천원할인이니까 꼭 알고있긔
.
.
#삼첩분식 #치읓이응 #떡볶이추천 #배달떡볶이 #박스맛집 #떡볶이 #떡볶이맛집 #삼첩","['삼첩분식', '치읓이응', '떡볶이추천', '배달떡볶이', '박스맛집', '떡볶이', '떡볶이맛집', '삼첩']"
